platform,emulator_name,supported_os,homepage,winget_id,homebrew_formula,flatpak_id,retroarch_core,save_directory,save_extensions,notes
Sega Genesis,BlastEm,Windows;Linux;macOS,https://www.retrodev.com/blastem/,,blastem,com.retrodev.blastem,blastem,~/.local/share/blastem,.srm;.state,Fast and highly accurate; standalone available on all platforms
Sega Hikaru,DEmul,Windows,http://demul.emulation64.com/,,,,,./nvram/,.eeprom;.sram,Best Hikaru compatibility; closed-source; requires BIOS files
Sega Hikaru,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/nvram/,.nv;.cfg;.sta,Preliminary Hikaru support; games marked as not working; open-source
Sega Master System,Genesis Plus GX,Windows;Linux;macOS;Android;iOS,https://github.com/ekeeke/Genesis-Plus-GX,,,org.libretro.RetroArch,genesis_plus_gx,~/.config/retroarch/saves,.srm,Very high accuracy; available primarily as RetroArch/libretro core; also available via OpenEmu on macOS
Sega Master System,Snepulator,Windows;Linux;macOS;Android,https://snepulator.net/,,,,,,Active development; MIT license; also supports SG-1000 and Game Gear,
Sega Master System,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,./nvram,.nv,Very high accuracy; comprehensive hardware support; multi-system emulator
Sega Master System,ares,Windows;Linux;macOS,https://ares-emu.net/,AresEmulator.Ares,ares-emulator,dev.ares.ares,,~/.local/share/ares/Saves,.sav;.eeprom;.flash,High accuracy; descendant of higan/bsnes; multi-system emulator
Sega Master System,Emulicious,Windows;Linux;macOS,https://emulicious.net/,,,,,,.sav,Java-based; includes debugger and development tools; also supports Game Boy and Game Gear
Sega Model 1,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram,.nv;.sta;.cfg,Only emulator capable of running Sega Model 1 games; NVRAM stores high scores and settings
Sega Model 2,Model 2 Emulator,Windows,http://nebula.emulatronia.com/,,,,,NVDATA,.DAT,Closed-source; abandoned since 2014; best compatibility for Model 2 games; requires DirectX 9.0; Windows-only
Sega Model 2,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram,.sta;.nv,Active development; cross-platform; fewer Model 2 games fully working; requires fast CPU
Sega Model 3,Supermodel,Windows;Linux;macOS,https://github.com/trzy/Supermodel,,supermodel,com.supermodel3.Supermodel,,~/.config/supermodel,.st0;.nv,Open-source Model 3 emulator with good compatibility; libretro core in development but not yet available
Sega Naomi,Flycast,Windows;Linux;macOS;Android,https://github.com/flyinghead/flycast,,flycast,org.flycast.Flycast,flycast,~/.var/app/org.flycast.Flycast/data/flycast,.bin;.nvmem,Fork of reicast; supports Dreamcast/NAOMI/NAOMI 2/Atomiswave; GPLv2 licensed; HLE BIOS available
Sega Naomi,DEmul,Windows,http://demul.emulation64.com/,,,,,nvram/,.bin;.nvram,Closed-source; supports NAOMI/NAOMI 2/Hikaru/Atomiswave/System SP; requires BIOS; last updated April 2018
Sega Naomi 2,Flycast,Windows;Linux;macOS;Android,https://github.com/flyinghead/flycast,,flycast,org.flycast.Flycast,flycast,~/.var/app/org.flycast.Flycast/data/flycast,.bin;.nvmem,Added NAOMI 2 support in August 2022; fork of reicast; GPLv2 licensed; requires NAOMI 2 BIOS
Sega Naomi 2,DEmul,Windows,http://demul.emulation64.com/,,,,,nvram/,.bin;.nvram,Closed-source; first emulator with NAOMI 2 support; requires BIOS; revived December 2025; supports Hikaru/Atomiswave/System SP
Sega Pico,PicoDrive,Windows;Linux;macOS;Android,https://github.com/irixxxx/picodrive,,,org.libretro.RetroArch,picodrive,~/.config/retroarch/saves,.srm,One of the few emulators supporting Sega Pico; standalone builds outdated - use RetroArch core instead; fork by irixxxx is actively maintained
Sega Saturn,Mednafen,Windows;Linux;FreeBSD,https://mednafen.github.io/,,mednafen,com.github.AmatCoder.mednaffe,mednafen_saturn,~/.mednafen/sav,.bcr;.bkr;.smpc,High accuracy Saturn emulation; Beetle Saturn is the libretro port
Sega Saturn,Ymir,Windows;Linux;macOS;FreeBSD,https://github.com/StrikerX3/Ymir,,,io.github.strikerx3.ymir,,~/.local/share/Ymir,.bin,91.88% compatibility; supports ARM; integrated backup memory manager
Sega Saturn,Yaba Sanshiro 2,Windows;Linux;Android;iOS;Switch,https://www.uoyabause.org/,,,snap:yabasanshiro,yabasanshiro,~/.local/share/yabause,bkram.bin,Good out-of-box experience; libretro core is outdated/unmaintained
Sega SC-3000,MasterGear,Windows;Linux;Android,http://fms.komkon.org/MG/,,,,,,.sav;.srm,Recommended for PC/x86 platforms; proprietary license; netplay support
Sega SC-3000,MAME,Windows;Linux;macOS,https://www.mamedev.org/release.html,,mame,org.mamedev.MAME,mame,~/.mame/sta;~/.mame/nvram,.sta;.nv,Recommended for comprehensive hardware/peripheral support; GPLv2/BSD-3-Clause license
Sega SG-1000,MasterGear,Windows;Linux;macOS;FreeBSD;Android,https://fms.komkon.org/MG/,,,,,~/.mastergear,.sav;.sta,Proprietary; also emulates SC-3000 and SF-7000; supports RetroAchievements and netplay
Sega SG-1000,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,,org.mamedev.MAME,mame,~/.mame/nvram,.nv;.cfg,Multi-system emulator; also available via homebrew cask 'mame'; GPLv2/BSD-3-Clause license
Sega SG-1000,Genesis Plus GX,Windows;Linux;macOS;Android;iOS,https://github.com/ekeeke/Genesis-Plus-GX,,retroarch,org.libretro.RetroArch,genesis_plus_gx,~/.config/retroarch/saves,.srm;.state,Libretro core only on PC; standalone for Wii/GameCube; very accurate emulation
Sega SG-1000,Gearsystem,Windows;Linux;macOS;FreeBSD;Android;iOS,https://github.com/drhelius/Gearsystem,,gearsystem,,gearsystem,~/.config/gearsystem,.sav;.state,Available via snap; accurate Z80 emulation; includes debugger
Sega ST-V,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/nvram,.nv;.cfg,Most compatible ST-V emulator; requires stvbios.zip
Sega ST-V,Mednafen,Windows;Linux;FreeBSD,https://mednafen.github.io/,,mednafen,com.github.AmatCoder.mednaffe,mednafen_saturn_libretro,~/.mednafen/sav,.bkr;.bcr;.smpc,Experimental ST-V support since v1.31.0; highly accurate
Sega ST-V,Kronos,Windows;Linux,https://fcare.github.io/,,,,kronos_libretro,~/.local/share/kronos,.bin;.bcr;.bkr;.smpc,Fork of Yaba Sanshiro; requires OpenGL 4.3; standalone saves in bkram.bin
Sega System 16,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram,.nv;.cfg;.sta,Primary arcade emulator with highest compatibility; focuses on accuracy over performance
Sega System 16,FinalBurn Neo,Windows;Linux;macOS,https://github.com/finalburnneo/FBNeo,,,fbneo_libretro,~/.config/fbneo/savestates,.fs;.nvram,Better performance than MAME on lower-end hardware; explicitly supports System 16/18/24,
Sega System 32,MAME,Windows;Linux;macOS;BSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram,.nv;.cfg;.sta,All System 32 ROMs decrypted; primary recommended emulator for arcade boards
Sega Triforce,Dolphin Triforce,Windows;Linux;macOS;Android,https://dolphin-emu.org/download/list/Triforce/1/,,,,,~/.dolphin-emu/StateSaves,.gci;.raw;.s01,Unmaintained branch of Dolphin (last updated 2014). Requires gecko codes for many games. GitHub mirrors available at github.com/EIGHTFINITE/dolphin-triforce
Sega Triforce,TeknoParrot,Windows,https://teknoparrot.com/,,,,,~/.config/TeknoParrot,.bin;.sav,Closed-source arcade emulator. Premium subscription required for some games. Supports Mario Kart Arcade GP series
Sharp MZ-2500,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/sta/%g,.sta,Imperfect emulation status; driver is sharp/mz2500.cpp; savestate support listed as unsupported in MAME
Sharp MZ-2500,EmuZ-2500,Windows,http://takeda-toshiya.my.coocan.jp/common/index.html,,,,,,,Part of Common Source Code Project by Takeda Toshiya; also known as SuperMZ and HINOTORI
Sharp X1,eX1,Windows,http://takeda-toshiya.my.coocan.jp/common/index.html,,,,,,.sta,Part of Common Source Code Project; best emulator for X1 Twin support; receives frequent updates
Sharp X1,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/release.html,,mame,org.mamedev.MAME,mame,sta;nvram,.sta;.nv,X1 and X1 Turbo support; X1 Turbo Z and X1 Twin cores non-functional as of Nov 2019
Sharp X68000,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/sta,.sta,Recommended; excellent X68000 emulation with fully configurable peripheral cards; supports MIDI output to hardware devices like MT-32 or SC-55; requires BIOS files (cgrom.dat and iplrom.dat)
Sharp X68000,PX68k,Windows;Linux;macOS;FreeBSD;Android;iOS,https://github.com/libretro/px68k-libretro,,,,px68k,~/.config/retroarch/saves,.srm,Recommended; considerably faster than MAME on both PC and mobile; libretro core only; configurable CPU clock speeds and RAM options; requires BIOS files in system/keropi/ directory (cgrom.dat and iplrom.dat); saves written directly to disk images
Sinclair ZX-81,Clock Signal (CLK),Linux;macOS,https://github.com/TomHarte/CLK,,clock-signal,,,.p;.81;.o,Cycle-accurate emulator; MIT licensed; Snap available on Linux (clock-signal),
Sinclair ZX-81,ZEsarUX,Windows;Linux;macOS;FreeBSD,https://github.com/chernandezba/zesarux,,zesarux,,,~/.zesaruxrc,.zsf;.z80;.sna;.p;.o;.z81,Multi-system emulator; GPLv3 licensed; supports ZX80/81/Spectrum and more
Sinclair ZX-81,EightyOne,Windows,https://sourceforge.net/projects/eightyone-sinclair-emulator/,,,,81_libretro,./,.p;.tzx;.z81;.wav,Portable Windows app; also works via Wine on Linux/macOS; GPLv2 licensed
Sinclair ZX Spectrum,FUSE,Windows;Linux;macOS;FreeBSD,https://fuse-emulator.sourceforge.net/,,fredm-fuse,net.sf.fuse_emulator,fuse,~/.fuse,.szx;.z80;.sna,Free Unix Spectrum Emulator; supports 16K/48K/128K/+2/+2A/+3 and clones; GPLv2
Sinclair ZX Spectrum,Spectral,Windows;Linux;macOS,https://github.com/r-lyeh/Spectral,,,,,,.z80;.sna;.szx,Portable emulator with embedded ZXDB database; internal savestates; public domain
Sinclair ZX Spectrum,ZEsarUX,Windows;Linux;macOS;FreeBSD,https://github.com/chernandezba/zesarux,,zesarux,,,"~/.zesaruxrc (config), user-selected save location",.z80;.zx,Supports ZX80/81/Spectrum/128K/+2/+3/Pentagon/ZX-Uno/ZX-Next; GPLv3
Sinclair ZX Spectrum,Speccy,Windows;Linux;macOS;FreeBSD;Android,https://fms.komkon.org/Speccy/,,,,,,user-selected location,.z80;.sna;.scr
Sinclair ZX Spectrum,EightyOne,Windows,https://sourceforge.net/projects/eightyone-sinclair-emulator/,,,,,,.z81;.tzx;.p,Windows-only; primarily ZX80/ZX81 emulator but also supports ZX Spectrum; GPLv2
Sinclair - ZX Spectrum +3,FUSE,Windows;Linux;macOS;FreeBSD,https://fuse-emulator.sourceforge.net/,,fredm-fuse,net.sourceforge.fuse_emulator.Fuse,fuse,~/.fuse,.szx;.z80;.sna,Free Unix Spectrum Emulator; GPLv2 license; supports all Spectrum models including +3
Sinclair - ZX Spectrum +3,Speccy,Windows;Linux;Android,https://fms.komkon.org/Speccy/,,,,,,.z80;.sna,Proprietary license; Android version available on Play Store; supports 16kB/48kB/128kB and +2/+2A/+3 models
Sinclair - ZX Spectrum +3,ZEsarUX,Windows;Linux;macOS;FreeBSD,https://github.com/chernandezba/zesarux,,zesarux,,,~/.zesaruxrc,.zsf;.zx;.z80;.sp;.sna,GPLv3 license; multi-system emulator supporting 40+ vintage machines; Intel-only on macOS (requires Rosetta 2)
SNK Neo Geo AES,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram,.nv;.cfg,Comprehensive multi-system emulator; AES mode via Universe BIOS
SNK Neo Geo AES,FinalBurn Neo,Windows;Linux;macOS,https://github.com/finalburnneo/FBNeo,,,,fbneo,~/.config/fbneo/nvram,.nv;.hi,Active development; full AES compatibility; libretro core recommended for Linux/macOS
SNK Neo Geo AES,Geolith,Windows;Linux;macOS;FreeBSD,https://gitlab.com/jgemu/geolith,,,,geolith,~/.config/geolith,.nv;.mcr;.srm,Highly accurate AES/MVS emulator; uses .NEO ROM format only
SNK Neo Geo AES,ares,Windows;Linux;macOS,https://ares-emu.net/,,ares-emulator,dev.ares.ares,,~/.local/share/ares/Saves,.sav,Multi-system emulator; Neo Geo AES support; active development
SNK Neo Geo CD,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/sta;~/.mame/nvram,.sta;.nv,Full Neo Geo CD support; requires CHD format for CD images; requires neocdz.zip BIOS
SNK Neo Geo CD,FinalBurn Neo,Windows;Linux;macOS;Android;iOS,https://github.com/finalburnneo/FBNeo,,,org.libretro.RetroArch,fbneo,savestates/,.fs;.fr,Excellent Neo Geo CD support; requires neocdz.zip and neogeo.zip BIOS; available via RetroArch on mobile
SNK Neo Geo CD,NeoCD,Windows;Linux;macOS;Android;iOS,https://github.com/libretro/neocd_libretro,,,org.libretro.RetroArch,neocd_libretro,~/.config/retroarch/saves,.srm;.state,Dedicated Neo Geo CD emulator; libretro core only; requires BIOS in neocd subfolder; supports CUE/BIN and CHD formats
SNK Neo Geo MVS,MAME,Windows;Linux;macOS;Android;iOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/nvram,.nv;.cfg;.sta,Multi-purpose emulation framework; highly accurate; also emulates AES and Neo Geo CD
SNK Neo Geo MVS,FinalBurn Neo,Windows;Linux;macOS;Android;iOS,https://github.com/finalburnneo/FBNeo,,,fbneo_libretro,savestates;config;nvram,.fs;.nv,Arcade-focused emulator; supports CPS-1/2/3 and Neo Geo; active development; also emulates AES and Neo Geo CD,
SNK Neo Geo MVS,Geolith,Windows;Linux;macOS;FreeBSD,https://jgemu.gitlab.io/,,,geolith,~/.config/jgemu/geolith,.nv;.mcr;.srm;.state,Highly accurate Neo Geo emulator; uses .NEO file format only; also emulates AES; no Neo Geo CD support,
SNK Neo Geo Pocket,ares,Windows;Linux;macOS;BSD,https://ares-emu.net/,AresEmulator.Ares,ares-emulator,dev.ares.ares,,~/.local/share/ares/Saves,.sav,Most accurate Neo Geo Pocket emulation
SNK Neo Geo Pocket,Mednafen,Windows;Linux;macOS;FreeBSD,https://mednafen.github.io/,,mednafen,com.github.AmatCoder.mednaffe,mednafen_ngp_libretro,~/.mednafen/sav,.sav;.flash;.mc0,Beetle NeoPop is the libretro core name
SNK Neo Geo Pocket,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/nvram,.nv,General arcade/console emulator with NGP support
SNK Neo Geo Pocket Color,ares,Windows;Linux;macOS,https://ares-emu.net/,AresEmulator.Ares,ares-emulator,dev.ares.ares,,~/.local/share/ares/Saves,.sav;.bsz,Most accurate Neo Geo Pocket emulator; configurable save path via Settings > Paths
SNK Neo Geo Pocket Color,Mednafen,Windows;Linux;macOS;FreeBSD,https://mednafen.github.io/,,mednafen,com.github.AmatCoder.mednaffe,beetle_ngp,~/.mednafen/sav,.flash;.mcq;.nc0,Flatpak is for Mednaffe GUI frontend which bundles Mednafen
SNK Neo Geo Pocket Color,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram,.nvram;.sta,General-purpose arcade/system emulator; not optimized for NGP accuracy
Sony Playstation,DuckStation,Windows;Linux;macOS;Android,https://duckstation.org/,Stenzek.DuckStation,,org.duckstation.DuckStation,swanstation,~/.local/share/duckstation/memcards,.mcd,Primary recommendation with 99.17% compatibility. RetroArch core is SwanStation (fork). Flatpak no longer maintained.
Sony Playstation,Mednafen,Windows;Linux;macOS,https://mednafen.github.io/,,mednafen,com.github.AmatCoder.mednaffe,beetle_psx;beetle_psx_hw,~/.mednafen/sav,.mcr,High accuracy emulator. Flatpak is Mednaffe GUI with Mednafen bundled. RetroArch cores are Beetle PSX and Beetle PSX HW.
Sony Playstation,XEBRA,Windows;Android,https://play.google.com/store/apps/details?id=com.dokutajigokusai.xebra,,,,,./BU00;./BU10,none,High accuracy Japanese emulator. Memory cards stored as BU00/BU10 files without extension. Supports PocketStation.
Sony Playstation,BizHawk,Windows;Linux,https://github.com/TASEmulators/BizHawk,,,,nymashock,./PSX/SaveRAM,.SaveRAM,Tool-assisted speedrun focused. Uses Mednafen's Nymashock/Octoshock core internally. Accepted by speedrun community.
Sony Playstation,PCSX-ReARMed,Windows;Linux;macOS;Android;iOS,https://github.com/notaz/pcsx_rearmed,,,,pcsx_rearmed,~/.config/retroarch/saves,.srm;.mcd,Optimized for ARM devices. Best for low-powered hardware. Uses HLE BIOS if no BIOS found.
Sony Playstation 2,PCSX2,Windows;Linux;macOS,https://pcsx2.net/,PCSX2Team.PCSX2,pcsx2,net.pcsx2.PCSX2,pcsx2_libretro,~/.config/PCSX2/memcards,.ps2;.p2s,Primary recommended emulator with 99.67% compatibility. Memory cards use .ps2 extension; save states use .p2s extension.
Sony Playstation 2,NetherSX2,Android,https://github.com/Trixarian/NetherSX2-classic,,,,,Android/data/xyz.aethersx2.android/files/memcards,.ps2,Quality-of-life patch for AetherSX2. Recommended for Android. Removes ads and adds features.
Sony Playstation 3,RPCS3,Windows;Linux;macOS;FreeBSD,https://rpcs3.net/,,,,~/.config/rpcs3/dev_hdd0/home/00000001/savedata,.sfo;.bin,Open-source PS3 emulator with ~70% game compatibility. Save data uses PS3 folder structure with PARAM.SFO metadata files. Save states stored in savestates folder.,
Sony - PlayStation 3 (PSN),RPCS3,Windows;Linux;macOS;FreeBSD,https://rpcs3.net/,,,net.rpcs3.RPCS3,,~/.config/rpcs3/dev_hdd0/home/00000001/savedata,.SFO;.PFD;.BIN;.PNG;.SAVESTAT;.zst,Open-source PS3 emulator; savestates stored in ~/.config/rpcs3/savestates/
Sony Playstation 4,shadPS4,Windows;Linux;macOS,https://shadps4.net/,,,net.shadps4.shadPS4,,~/.local/share/shadps4/user/savedata,,.sav;param.sfo
Sony Playstation 5,,,,,,,,,,No recommended emulators found. PS5 emulation is in very early stages. RPCSX (Linux) and Kyty (Windows) exist but cannot run commercial games.
Sony - PlayStation Portable (PSN),PPSSPP,Windows;Linux;macOS;Android;iOS,https://www.ppsspp.org/,PPSSPPTeam.PPSSPP,ppsspp,org.ppsspp.PPSSPP,ppsspp_libretro,~/.config/ppsspp/PSP/SAVEDATA,,HLE PSP emulator with excellent compatibility; supports HD upscaling and texture filtering
Sony - PlayStation Portable (PSX2PSP),DuckStation,Windows;Linux;macOS;Android,https://www.duckstation.org/,Stenzek.DuckStation,,org.duckstation.DuckStation,,~/.local/share/duckstation/memcards,.mcd,PSX2PSP creates PS1 EBOOT.PBP files; DuckStation plays unencrypted PBP format; official PSN eboots not supported
Sony - PlayStation Portable (PSX2PSP),Beetle PSX,Windows;Linux;macOS,https://docs.libretro.com/library/beetle_psx/,,,,beetle_psx,~/.config/retroarch/saves,.srm;.mcr,RetroArch core with PBP support; .srm and .mcr formats are internally identical and interchangeable
Sony - PlayStation Portable (UMD Music),PPSSPP,Windows;Linux;macOS;Android;iOS,https://www.ppsspp.org/,PPSSPPTeam.PPSSPP,ppsspp,org.ppsspp.PPSSPP,ppsspp,~/.config/ppsspp/PSP/SAVEDATA,.ppst,No UMD Music support - PPSSPP is the recommended PSP emulator but explicitly lacks UMD Video/Music playback
Sony - PlayStation Portable (UMD Video),JPCSP,Windows;Linux;macOS,https://jpcsp.org/,,,,,ms0/PSP/SAVEDATA,.SFO;.BIN;.VMP,Partial UMD Video support (not UMD-PG games). Java-based emulator requiring JRE 8. Not marked as recommended on wiki but only emulator with UMD Video support. PPSSPP (recommended for PSP games) explicitly lacks UMD Video support.
Sony Playstation Vita,Vita3K,Windows;Linux;macOS;Android,https://vita3k.org/,Vita3K.Vita3K,,,,~/.local/share/Vita3K/Vita3K/ux0/user/00/savedata,.bin;.dat,Only recommended Vita emulator; saves stored by Title ID; no save states supported
Sony - PlayStation Vita (PSN),Vita3K,Windows;Linux;macOS;Android,https://vita3k.org/,Vita3K.Vita3K,,,,~/.local/share/Vita3K/Vita3K/ux0/user/00/savedata/[TITLE_ID],,PS Vita uses directory-based saves per game Title ID; approximately 57.5% game compatibility
Sony PocketStation,PK201,Windows;Android,http://drhell.web.fc2.com/pocket/index.html,,,,,STAT,.stat,Requires KROM (kernel ROM) file; uses STAT file for saves; Android app ID: com.dokutajigokusai.pk201
Sony PocketStation,MAME,Windows;Linux;macOS;FreeBSD;Android;iOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/sta;~/.mame/nvram,.sta,High accuracy; requires PocketStation BIOS; some games have compatibility issues
Sony PSP,PPSSPP,Windows;Linux;macOS;Android;iOS,https://www.ppsspp.org/,PPSSPPTeam.PPSSPP,ppsspp,org.ppsspp.PPSSPP,ppsspp_libretro,~/.config/ppsspp/PSP/SAVEDATA,.ppst;PARAM.SFO;PARAM.PFD,HLE emulator with 84% compatibility; saves use per-game folders in SAVEDATA with game ID prefix
Sony PSP Minis,PPSSPP,Windows;Linux;macOS;Android;iOS,https://www.ppsspp.org/,PPSSPPTeam.PPSSPP,ppsspp,org.ppsspp.PPSSPP,ppsspp_libretro,~/.config/ppsspp/PSP/SAVEDATA,.dat;.bin;.sfo;.state,PSP Minis run on standard PSP emulators; standalone version recommended over libretro core
Sord M5,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/sta/m5,.sta,Primary recommended emulator; driver name is m5 (Japan) or m5p (Europe); RetroArch saves to saves/mame/STATES
Sord M5,Emu5 (Common Source Code Project),Windows,http://takeda-toshiya.my.coocan.jp/common/index.html,,,,,,.sta,Takeda Toshiya's emulator; part of multi-system archive; requires BIOS ROM
Spectravideo,openMSX,Windows;Linux;macOS;FreeBSD,https://openmsx.org/,,openmsx,org.openmsx.openMSX,,~/.openMSX/savestates;~/.openMSX/persistent,.oms,Recommended MSX emulator with full Spectravideo SVI-318/SVI-328 support; requires SVI BIOS ROMs for full emulation
Spectravideo,blueMSX,Windows,http://bluemsx.msxblue.com/,,,,bluemsx,~/.bluemsx,.sta,Inactive but cycle-accurate; supports SVI-318/SVI-328/SVI-328 MK2; standalone version Windows only; also available as RetroArch core
Super Nintendo Entertainment System,bsnes,Windows;Linux;macOS;FreeBSD,https://github.com/bsnes-emu/bsnes,,,dev.bsnes.bsnes,bsnes,~/.bsnes,.srm,Cycle-accurate SNES emulator; 100% compatibility; HD Mode 7 support in bsnes-hd variant; multiple RetroArch cores (bsnes/bsnes-hd)
Super Nintendo Entertainment System,Snes9x,Windows;Linux;macOS;FreeBSD,https://github.com/snes9xgit/snes9x,,snes9x,com.snes9x.Snes9x,snes9x,<same as ROM directory>,.srm,High-accuracy emulator; 99.5% compatibility; excellent performance; multiple RetroArch core versions (snes9x/snes9x_2010)
Super Nintendo Entertainment System,ares,Windows;Linux;macOS;FreeBSD,https://ares-emu.net/,AresEmulator.Ares,ares-emulator,dev.ares.ares,,<same as ROM directory>,.sav;.srm,Cycle-accurate multi-system emulator; 99.94% SNES compatibility; save path configurable in Settings > Paths; no RetroArch core
Super Nintendo Entertainment System,Mesen,Windows;Linux;macOS,https://www.mesen.ca/,SourMesen.Mesen2,,ca.mesen.Mesen2,mesen-s,~/Documents/Mesen/Saves,.sav,Cycle-accurate multi-system emulator; RetroArch core is Mesen-S; Flatpak is unofficial community build
Taito Type X,TeknoParrot,Windows,https://teknoparrot.com/,,,,,%APPDATA%\TeknoParrot,.bin;.xml;.txt,Out-of-the-box solution for Type X/X+/X2/X3/X4 games; closed-source; can run on Linux via Wine/Lutris with limited success
Taito Type X,JConfig,Windows,https://jconfig-universe.fandom.com/wiki/JVS/NESiCA_Config_(or_JConfig),,,,,game_directory/SV,.sav,Bundled with JVSEmu; Save Patch feature moves saves to SV folder in game directory; no official download site
Tapwave Zodiac,,,,,,,,,,No recommended emulators found. The Emulation General Wiki lists Tapwave Zodiac under 'Strange and forgotten consoles' with emulator status 'None'. The Zodiac uses ARM9 hardware with Palm OS 5.x which is difficult to emulate. Projects like rePalm have reverse-engineering work but no fully functional emulator exists.
Texas Instruments TI 99/4A,Classic99,Windows,http://harmlesslion.com/software/classic99/,,,,,./DSK1,.dsk;.tifiles,Includes TI ROMs under license; easiest to set up; works on Linux/Mac via Wine
Texas Instruments TI 99/4A,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/sta;~/.mame/nvram,.sta;.nv,Most accurate emulation; supports TI-99/4 TI-99/4A TI-99/8 and Geneve; requires ti99_4a BIOS
Tiger Game.com,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/sta;~/.mame/nvram,.sta;.nv,All Game.com games work in MAME; also available as mame_libretro core in RetroArch
Tomy Tutor,MAME,Windows;Linux;macOS,https://www.mamedev.org/,MAMEdev.MAME,mame,org.mamedev.MAME,mame,~/.mame/sta;~/.mame/nvram,.sta;.nv,Default recommended emulator; requires tutor.zip BIOS; supports cartridges and all graphics modes
TRS-80 Color Computer,XRoar,Windows;Linux;macOS,https://www.6809.org.uk/xroar/,,xroar,,,~/.xroar,.sna;.ram,Emulates CoCo 1/2/3 and MC-10; most accurate standalone emulator
TRS-80 Color Computer,VCC,Windows,https://github.com/VCCE/VCC,,,,,%AppData%\\VCC,.dsk;.vhd,CoCo 3 emulator; Windows only; supports MPI and FD-502
TRS-80 Color Computer,OVCC,Windows;Linux;macOS,https://github.com/WallyZambotti/OVCC,,,,,,.dsk;.vhd,Cross-platform port of VCC; CoCo 3 emulator
TRS-80 Color Computer,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/sta;~/.mame/nvram,.sta,Supports coco/coco2/coco2b/coco3/coco3p; requires BIOS files
Uzebox,CUzeBox,Windows;Linux;macOS;Haiku,https://github.com/Jubatian/cuzebox,,,,,same directory as game,.eep,Official recommended Uzebox emulator with cycle-perfect AVR emulation; EEPROM saves stored alongside game file; experimental Android port available
Uzebox,Uzem,Windows;Linux;macOS,https://github.com/Uzebox/uzebox/tree/master/tools/uzem,,,,uzem,~/.config/retroarch/saves,.state,Original Uzebox emulator; part of main Uzebox repository; has remote debugging and mouse support not in CUzeBox; available as RetroArch/libretro core
Uzebox,MAME,Windows;Linux;macOS,https://www.mamedev.org/,MAME.MAME,mame,org.mamedev.MAME,,~/.mame/nvram,.bin,Uzebox support via MESS sub-project; accepts .bin and .uze files; sound emulation has occasional issues
Vector-06C,Devector,Windows;Linux,https://github.com/parallelno/Devector,,,,,,.state,Modern actively-developed emulator with debugging features; FDD support; up to 8 RAM-disk support; AY sound; playback recording
Vector-06C,vector06sdl,Windows;Linux;macOS;Android,https://github.com/svofski/vector06sdl,,,,,,,Open-source C++ emulator; command-line interface; ChaiScript scripting; GDB integration; BASIC program support
Vector-06C,MAME,Windows;Linux;macOS,https://www.mamedev.org,,mame,org.mamedev.MAME,mame,~/.mame/sta,.sta,Multi-system emulator with Vector-06C support via software lists; requires vector06c ROM set
VTech CreatiVision,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/sta;~/.mame/nvram,.sta,Multi-purpose emulation framework; CreatiVision driver since v0.135
